position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q12206317,جهاز الأمن السياسي,,,1,Q16119911
Q57542435,Permanent Representative to the International Atomic Energy Agency,,,1,Q100329149
Q865728,President of Yemen Arab Republic,,Yemen Arab Republic,1,Q483672
Q116045971,Sheikh Mashayekh Hashid,,Hashid,1,Q475105
Q2518691,defence minister,,,1,Q28086296
Q7450649,senior advisor,,,1,Q12223818
