who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
52692914,Q25040191,Deputy Prime Minister of Yemen Disputed,28 November 2016*,,,,,,0
52692914,,Minister of Interior of Yemen Disputed,2015-02-07,28 November 2016** Acting: 7 February 2015 – 4 October 2016,,Position established,Mohamed Abdullah al-Kawsi,Mohamed Abdullah al-Kawsi,1
52692914,,Minister of Interior of Yemen,2014-11-09,2015-01-22,,Abdo Hussein al-Tareb,Q16119911,Abdu al-Hudhaifi,2
